"site","plot","municipality","lv03_x_min","lv03_y_min","lv03_x_max","lv03_y_max","altitude","landuse","parameter","date","refPeriod","survey","measurement","unit"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Cadmium","2006-03-23T00:00:00","2006+01:00",5,0.4,"mg/kg TS"
"33","1","Mollis",218000.0,724000.0,220000.0,726000.0,431.0,"Grasland, intensiv","Cadmium","2006-03-27T00:00:00","2006+01:00",5,0.44,"mg/kg TS"
"20","1","Roggwil",262000.0,746000.0,264000.0,748000.0,460.0,"Obstbau","Cadmium","2006-07-11T00:00:00","2006+01:00",5,0.28,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Chrom","2006-08-09T00:00:00","2006+01:00",5,18.36,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Cadmium","2006-09-14T00:00:00","2006+01:00",5,0.24,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Chrom","1998-01-05T00:00:00","1998+01:00",3,24.69,"mg/kg TS"
"63","1","Oensingen",236000.0,622000.0,238000.0,624000.0,450.0,"Ackerbau","Cadmium","1998-01-06T00:00:00","1998+01:00",3,0.34,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Chrom","1998-01-06T00:00:00","1998+01:00",3,18.37,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Cadmium","1998-01-07T00:00:00","1998+01:00",3,0.11,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Cadmium","1998-02-25T00:00:00","1998+01:00",3,0.96,"mg/kg TS"
"67","1","Mathod",176000.0,534000.0,178000.0,536000.0,432.0,"Gemüsebau","Chrom","1998-03-04T00:00:00","1998+01:00",3,52.07,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Chrom","1998-03-04T00:00:00","1998+01:00",3,37.17,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Cadmium","1998-03-17T00:00:00","1998+01:00",3,0.21,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Chrom","1998-03-17T00:00:00","1998+01:00",3,32.42,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Cadmium","1998-03-18T00:00:00","1998+01:00",3,0.2,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Chrom","1998-03-31T00:00:00","1998+01:00",3,38.82,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Cadmium","1998-03-31T00:00:00","1998+01:00",3,0.22,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Cadmium","1998-04-16T00:00:00","1998+01:00",3,0.27,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Chrom","1998-05-13T00:00:00","1998+01:00",3,16.01,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Chrom","1998-05-13T00:00:00","1998+01:00",3,23.1,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Chrom","1998-05-14T00:00:00","1998+01:00",3,15.56,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Cadmium","1998-07-16T00:00:00","1998+01:00",3,0.2,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Cadmium","1998-07-17T00:00:00","1998+01:00",3,0.23,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Cadmium","1998-08-28T00:00:00","1998+01:00",3,0.7,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Chrom","1998-08-28T00:00:00","1998+01:00",3,43.38,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Cadmium","1998-10-20T00:00:00","1998+01:00",3,0.14,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Chrom","1998-10-21T00:00:00","1998+01:00",3,21.03,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Cadmium","1998-10-21T00:00:00","1998+01:00",3,0.29,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Chrom","1993-04-28T00:00:00","1993+01:00",2,18.59,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Cadmium","1993-06-08T00:00:00","1993+01:00",2,0.12,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Cadmium","1993-06-08T00:00:00","1993+01:00",2,0.23,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Chrom","1993-06-30T00:00:00","1993+01:00",2,5.26,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Cadmium","1993-08-03T00:00:00","1993+01:00",2,0.4,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Chrom","1993-08-04T00:00:00","1993+01:00",2,15.92,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Cadmium","1993-08-04T00:00:00","1993+01:00",2,0.39,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Cadmium","1993-08-17T00:00:00","1993+01:00",2,1.05,"mg/kg TS"
"62","1","Bettlach",230000.0,598000.0,232000.0,600000.0,1065.0,"Laubwald","Chrom","1993-08-18T00:00:00","1993+01:00",2,17.91,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Chrom","1993-09-01T00:00:00","1993+01:00",2,26.48,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Chrom","1993-09-01T00:00:00","1993+01:00",2,22.27,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Cadmium","1993-09-08T00:00:00","1993+01:00",2,0.33,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Cadmium","1993-09-15T00:00:00","1993+01:00",2,0.25,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Chrom","1993-09-21T00:00:00","1993+01:00",2,34.71,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Chrom","1993-09-22T00:00:00","1993+01:00",2,21.07,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Chrom","1993-09-22T00:00:00","1993+01:00",2,35.84,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Chrom","1993-10-13T00:00:00","1993+01:00",2,16.36,"mg/kg TS"
"67","1","Mathod",176000.0,534000.0,178000.0,536000.0,432.0,"Gemüsebau","Chrom","1993-10-27T00:00:00","1993+01:00",2,51.4,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Cadmium","1993-11-03T00:00:00","1993+01:00",2,0.22,"mg/kg TS"
"23","1","Möhlin",268000.0,632000.0,270000.0,634000.0,343.0,"Ackerbau","Cadmium","1991-03-27T00:00:00","1991+01:00",2,0.16,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Cadmium","1991-03-27T00:00:00","1991+01:00",2,0.34,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Chrom","1991-04-03T00:00:00","1991+01:00",2,29.32,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Chrom","1991-04-15T00:00:00","1991+01:00",2,18.9,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Chrom","2003-04-15T00:00:00","2003+01:00",4,43.78,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Cadmium","2003-04-17T00:00:00","2003+01:00",4,0.93,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Cadmium","2003-04-23T00:00:00","2003+01:00",4,0.2,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Chrom","2003-05-13T00:00:00","2003+01:00",4,32.13,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Chrom","2003-05-27T00:00:00","2003+01:00",4,26.64,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Cadmium","2003-05-28T00:00:00","2003+01:00",4,0.38,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Chrom","2003-06-03T00:00:00","2003+01:00",4,24.49,"mg/kg TS"
"93","1","Marthalen",276000.0,690000.0,278000.0,692000.0,405.0,"Laubwald","Chrom","2003-06-10T00:00:00","2003+01:00",4,22.3,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Cadmium","2003-06-16T00:00:00","2003+01:00",4,0.5,"mg/kg TS"
"59","1","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Cadmium","2003-06-24T00:00:00","2003+01:00",4,0.27,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Cadmium","2003-07-07T00:00:00","2003+01:00",4,0.2,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Chrom","2003-07-08T00:00:00","2003+01:00",4,18.57,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Cadmium","2003-08-05T00:00:00","2003+01:00",4,1.21,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Chrom","2003-08-05T00:00:00","2003+01:00",4,22.8,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Chrom","2003-09-03T00:00:00","2003+01:00",4,566.24,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Chrom","2003-09-22T00:00:00","2003+01:00",4,15.76,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Cadmium","2003-10-30T00:00:00","2003+01:00",4,0.28,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Chrom","1985-07-31T00:00:00","1985+01:00",1,16.28,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Cadmium","1985-08-27T00:00:00","1985+01:00",1,0.23,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Chrom","1985-09-17T00:00:00","1985+01:00",1,36.48,"mg/kg TS"
"3","1","Payerne",184000.0,562000.0,186000.0,564000.0,488.0,"Ackerbau","Chrom","1985-10-16T00:00:00","1985+01:00",1,20.83,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Chrom","1985-10-31T00:00:00","1985+01:00",1,33.37,"mg/kg TS"
"30","1","Ebikon",214000.0,668000.0,216000.0,670000.0,635.0,"Grasland, intensiv","Cadmium","1999-01-06T00:00:00","1999+01:00",3,0.25,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Chrom","1999-01-07T00:00:00","1999+01:00",3,17.85,"mg/kg TS"
"1","1","Ettenhausen",258000.0,710000.0,260000.0,712000.0,537.0,"Grasland, intensiv","Chrom","1999-03-03T00:00:00","1999+01:00",3,44.1,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Cadmium","1999-03-09T00:00:00","1999+01:00",3,0.29,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Cadmium","1999-03-10T00:00:00","1999+01:00",3,0.07,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Chrom","1999-03-24T00:00:00","1999+01:00",3,19.74,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Chrom","1999-03-31T00:00:00","1999+01:00",3,14.19,"mg/kg TS"
"42","1","Galmwald",196000.0,580000.0,198000.0,582000.0,580.0,"Laubwald","Cadmium","1999-04-20T00:00:00","1999+01:00",3,0.05,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Cadmium","1999-06-01T00:00:00","1999+01:00",3,0.51,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Cadmium","1999-06-23T00:00:00","1999+01:00",3,1.9,"mg/kg TS"
"50","1","Realp",156000.0,680000.0,158000.0,682000.0,2120.0,"Grasland, extensiv","Chrom","1999-07-07T00:00:00","1999+01:00",3,13.27,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Cadmium","1999-07-20T00:00:00","1999+01:00",3,0.18,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Chrom","1999-07-27T00:00:00","1999+01:00",3,35.77,"mg/kg TS"
"47","1","Davos",186000.0,784000.0,188000.0,786000.0,1655.0,"Nadelwald","Chrom","1999-08-03T00:00:00","1999+01:00",3,12.66,"mg/kg TS"
"101","1","Chamoson",116000.0,582000.0,118000.0,584000.0,730.0,"Rebbau","Cadmium","1999-09-07T00:00:00","1999+01:00",3,0.52,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Cadmium","1994-03-15T00:00:00","1994+01:00",2,0.36,"mg/kg TS"
"30","1","Ebikon",214000.0,668000.0,216000.0,670000.0,635.0,"Grasland, intensiv","Cadmium","1994-03-22T00:00:00","1994+01:00",2,0.26,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Cadmium","1994-05-25T00:00:00","1994+01:00",2,0.12,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Cadmium","1994-07-20T00:00:00","1994+01:00",2,0.51,"mg/kg TS"
"50","1","Realp",156000.0,680000.0,158000.0,682000.0,2120.0,"Grasland, extensiv","Cadmium","1994-07-27T00:00:00","1994+01:00",2,0.08,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Chrom","1994-08-03T00:00:00","1994+01:00",2,33.63,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Cadmium","1994-08-03T00:00:00","1994+01:00",2,0.44,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Chrom","1994-08-31T00:00:00","1994+01:00",2,35.44,"mg/kg TS"
"2","1","Zürich",248000.0,684000.0,250000.0,686000.0,668.0,"Mischwald","Cadmium","1994-09-13T00:00:00","1994+01:00",2,0.23,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Cadmium","1994-10-18T00:00:00","1994+01:00",2,0.2,"mg/kg TS"
"102","1","Vouvry",130000.0,558000.0,132000.0,560000.0,379.0,"Ackerbau","Cadmium","1994-10-18T00:00:00","1994+01:00",2,0.17,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Chrom","1994-10-19T00:00:00","1994+01:00",2,20.21,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Cadmium","1994-10-19T00:00:00","1994+01:00",2,0.12,"mg/kg TS"
"101","1","Chamoson",116000.0,582000.0,118000.0,584000.0,730.0,"Rebbau","Cadmium","1994-10-19T00:00:00","1994+01:00",2,0.5,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Chrom","1994-11-09T00:00:00","1994+01:00",2,61.13,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Chrom","1994-11-22T00:00:00","1994+01:00",2,26.29,"mg/kg TS"
"59","2","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Cadmium","2008-02-06T00:00:00","2008+01:00",5,0.33,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Chrom","2008-02-13T00:00:00","2008+01:00",5,35.58,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Chrom","2008-02-28T00:00:00","2008+01:00",5,46.04,"mg/kg TS"
"69","1","Attalens",150000.0,554000.0,152000.0,556000.0,818.0,"Grasland, intensiv","Cadmium","2008-03-12T00:00:00","2008+01:00",5,0.21,"mg/kg TS"
"77","1","Paspels",178000.0,752000.0,180000.0,754000.0,830.0,"Ackerbau","Cadmium","2008-03-19T00:00:00","2008+01:00",5,0.42,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Chrom","2008-05-08T00:00:00","2008+01:00",5,20.11,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Cadmium","2008-05-15T00:00:00","2008+01:00",5,0.35,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Chrom","2008-05-22T00:00:00","2008+01:00",5,36.57,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Cadmium","2008-06-04T00:00:00","2008+01:00",5,0.19,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Chrom","2008-06-05T00:00:00","2008+01:00",5,21.3,"mg/kg TS"
"62","1","Bettlach",230000.0,598000.0,232000.0,600000.0,1065.0,"Laubwald","Cadmium","2008-06-18T00:00:00","2008+01:00",5,0.32,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Cadmium","2008-06-26T00:00:00","2008+01:00",5,0.45,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Chrom","2008-08-21T00:00:00","2008+01:00",5,4.26,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Chrom","1989-04-11T00:00:00","1989+01:00",1,61.42,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Cadmium","1989-04-26T00:00:00","1989+01:00",1,0.29,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Chrom","1989-04-26T00:00:00","1989+01:00",1,31.56,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Cadmium","1989-05-03T00:00:00","1989+01:00",1,0.29,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Chrom","1989-05-09T00:00:00","1989+01:00",1,27.25,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Cadmium","1989-05-10T00:00:00","1989+01:00",1,0.5,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Cadmium","1989-05-11T00:00:00","1989+01:00",1,0.5,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Chrom","1989-05-24T00:00:00","1989+01:00",1,27.05,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Cadmium","1989-05-31T00:00:00","1989+01:00",1,1.01,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Cadmium","1989-06-14T00:00:00","1989+01:00",1,0.24,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Chrom","1989-07-05T00:00:00","1989+01:00",1,13.64,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Chrom","1989-07-26T00:00:00","1989+01:00",1,7.17,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Chrom","1989-08-09T00:00:00","1989+01:00",1,19.96,"mg/kg TS"
"34","1","Elm",198000.0,728000.0,200000.0,730000.0,1880.0,"Grasland, extensiv","Chrom","1989-09-20T00:00:00","1989+01:00",1,34.97,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Cadmium","1989-09-26T00:00:00","1989+01:00",1,0.54,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Chrom","1989-09-26T00:00:00","1989+01:00",1,28.67,"mg/kg TS"
"1","1","Ettenhausen",258000.0,710000.0,260000.0,712000.0,537.0,"Grasland, intensiv","Cadmium","1989-10-17T00:00:00","1989+01:00",1,0.3,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Cadmium","1997-09-02T00:00:00","1997+01:00",3,0.33,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Chrom","1997-09-23T00:00:00","1997+01:00",3,58.24,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Chrom","1997-10-15T00:00:00","1997+01:00",3,12.8,"mg/kg TS"
"96","1","Gudo",114000.0,714000.0,116000.0,716000.0,265.0,"Rebbau","Cadmium","2009-02-20T00:00:00","2009+01:00",5,0.35,"mg/kg TS"
"7","1","Oberstammheim",276000.0,702000.0,278000.0,704000.0,581.0,"Mischwald","Chrom","2009-03-19T00:00:00","2009+01:00",5,26.11,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Chrom","2009-04-01T00:00:00","2009+01:00",5,22.3,"mg/kg TS"
"99","1","Visp",126000.0,632000.0,128000.0,634000.0,830.0,"Nadelwald","Chrom","2009-04-02T00:00:00","2009+01:00",5,25.33,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Chrom","2009-04-02T00:00:00","2009+01:00",5,15.15,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Chrom","2009-04-15T00:00:00","2009+01:00",5,15.19,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Cadmium","2009-04-23T00:00:00","2009+01:00",5,0.31,"mg/kg TS"
"49","1","Unterschächen",190000.0,700000.0,192000.0,702000.0,1100.0,"Grasland, wenig intensiv","Cadmium","2009-04-23T00:00:00","2009+01:00",5,0.34,"mg/kg TS"
"19","1","Wettingen",258000.0,668000.0,260000.0,670000.0,685.0,"Mischwald","Cadmium","2009-05-06T00:00:00","2009+01:00",5,0.3,"mg/kg TS"
"32","1","La Brévine",200000.0,532000.0,202000.0,534000.0,1215.0,"Grasland, extensiv","Chrom","2009-05-07T00:00:00","2009+01:00",5,62.02,"mg/kg TS"
"52","1","Krummenau",234000.0,740000.0,236000.0,742000.0,1338.0,"Grasland, extensiv","Cadmium","2009-05-28T00:00:00","2009+01:00",5,0.53,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Chrom","2005-04-26T00:00:00","2005+01:00",5,24.52,"mg/kg TS"
"105","1","Neuchâtel",210000.0,564000.0,212000.0,566000.0,1138.0,"Grasland, extensiv","Chrom","2005-04-26T00:00:00","2005+01:00",5,38.15,"mg/kg TS"
"13","1","Wiedlisbach",232000.0,614000.0,234000.0,616000.0,455.0,"Ackerbau","Chrom","2005-05-19T00:00:00","2005+01:00",5,22.76,"mg/kg TS"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Chrom","2005-07-07T00:00:00","2005+01:00",5,25.22,"mg/kg TS"
"15","1","Ins",204000.0,574000.0,206000.0,576000.0,433.0,"Ackerbau","Cadmium","2005-08-16T00:00:00","2005+01:00",5,0.34,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Chrom","2005-08-30T00:00:00","2005+01:00",5,16.36,"mg/kg TS"
"54","1","Zuzwil",210000.0,602000.0,212000.0,604000.0,557.0,"Ackerbau","Chrom","1988-04-18T00:00:00","1988+01:00",1,18.48,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Cadmium","1988-04-21T00:00:00","1988+01:00",1,0.28,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Cadmium","1988-04-27T00:00:00","1988+01:00",1,0.11,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Cadmium","1988-04-28T00:00:00","1988+01:00",1,0.23,"mg/kg TS"
"59","1","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Cadmium","1988-06-07T00:00:00","1988+01:00",1,0.28,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Chrom","1988-06-15T00:00:00","1988+01:00",1,14.73,"mg/kg TS"
"63","1","Oensingen",236000.0,622000.0,238000.0,624000.0,450.0,"Ackerbau","Cadmium","1988-06-27T00:00:00","1988+01:00",1,0.32,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Chrom","1988-07-07T00:00:00","1988+01:00",1,22.05,"mg/kg TS"
