"site","plot","municipality","lv03_x_min","lv03_y_min","lv03_x_max","lv03_y_max","altitude","landuse","parameter","date","refPeriod","survey","measurement","unit"
"14","1","Dübendorf",248000.0,686000.0,250000.0,688000.0,440.0,"Ackerbau","Zink","2000-02-22T00:00:00","2000+01:00",4,54.0,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Kupfer","2000-03-21T00:00:00","2000+01:00",4,15.49,"mg/kg TS"
"103","1","Härkingen",240000.0,628000.0,242000.0,630000.0,431.0,"Ackerbau","Zink","2000-03-21T00:00:00","2000+01:00",4,74.77,"mg/kg TS"
"9","1","Binningen",264000.0,610000.0,266000.0,612000.0,324.0,"Ackerbau","Zink","2000-03-21T00:00:00","2000+01:00",4,49.5,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Kupfer","2000-04-04T00:00:00","2000+01:00",4,22.17,"mg/kg TS"
"11","1","La Sarraz",166000.0,528000.0,168000.0,530000.0,515.0,"Ackerbau","Zink","2000-04-04T00:00:00","2000+01:00",4,54.45,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Nickel","2000-06-28T00:00:00","2000+01:00",4,31.62,"mg/kg TS"
"105","1","Neuchâtel",210000.0,564000.0,212000.0,566000.0,1138.0,"Grasland, extensiv","Zink","2000-09-12T00:00:00","2000+01:00",4,73.26,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Zink","2007-03-21T00:00:00","2007+01:00",5,48.41,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Zink","2007-09-24T00:00:00","2007+01:00",5,102.59,"mg/kg TS"
"17","1","Niedermuhlern",188000.0,600000.0,190000.0,602000.0,945.0,"Ackerbau","Zink","1986-05-07T00:00:00","1986+01:00",1,50.96,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Kupfer","1986-08-14T00:00:00","1986+01:00",1,11.74,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Zink","1986-08-14T00:00:00","1986+01:00",1,33.3,"mg/kg TS"
"28","1","Leuggern",268000.0,656000.0,270000.0,658000.0,465.0,"Ackerbau","Zink","1986-08-20T00:00:00","1986+01:00",1,37.39,"mg/kg TS"
"38","1","Koppigen",218000.0,612000.0,220000.0,614000.0,478.0,"Ackerbau","Zink","1986-10-30T00:00:00","1986+01:00",1,44.27,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Zink","2002-04-30T00:00:00","2002+01:00",4,63.98,"mg/kg TS"
"44","1","Hendschiken",248000.0,658000.0,250000.0,660000.0,417.0,"Ackerbau","Nickel","2002-05-07T00:00:00","2002+01:00",4,14.74,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Nickel","2002-08-14T00:00:00","2002+01:00",4,23.92,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Kupfer","2002-08-15T00:00:00","2002+01:00",4,36.33,"mg/kg TS"
"39","1","Kiesen",186000.0,610000.0,188000.0,612000.0,534.0,"Ackerbau","Zink","2002-08-15T00:00:00","2002+01:00",4,68.52,"mg/kg TS"
"78","1","Igis-Landquart",202000.0,762000.0,204000.0,764000.0,532.0,"Ackerbau","Zink","1993-08-04T00:00:00","1993+01:00",2,,"mg/kg TS"
"45","1","Alpthal",210000.0,696000.0,212000.0,698000.0,1180.0,"Nadelwald","Zink","1999-05-04T00:00:00","1999+01:00",3,,"mg/kg TS"
"41","1","Kyburg-Buchegg",220000.0,606000.0,222000.0,608000.0,464.0,"Grasland, wenig intensiv","Zink","1989-04-04T00:00:00","1989+01:00",1,,"mg/kg TS"
"4","1","Conthey",116000.0,588000.0,118000.0,590000.0,478.0,"Obstbau","Nickel","1990-05-09T00:00:00","1990+01:00",2,,"mg/kg TS"
"48","1","Oberriet",248000.0,762000.0,250000.0,764000.0,409.0,"Ackerbau","Nickel","1987-09-23T00:00:00","1987+01:00",1,,"mg/kg TS"
"51","1","Wartau",218000.0,756000.0,220000.0,758000.0,464.0,"Gemüsebau","Nickel","1987-11-04T00:00:00","1987+01:00",1,,"mg/kg TS"
"46","1","Vallon",190000.0,562000.0,192000.0,564000.0,439.0,"Ackerbau","Nickel","1987-08-28T00:00:00","1987+01:00",1,,"mg/kg TS"
"5","1","La Neuveville",214000.0,576000.0,216000.0,578000.0,475.0,"Rebbau","Nickel","2000-07-12T00:00:00","2000+01:00",4,,"mg/kg TS"
"25","1","Schleitheim",288000.0,680000.0,290000.0,682000.0,545.0,"Ackerbau","Zink","1986-08-13T00:00:00","1986+01:00",1,,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Quecksilber","2006-03-23T00:00:00","2006+01:00",5,0.09,"mg/kg TS"
"29","1","Eschenbach",218000.0,666000.0,220000.0,668000.0,450.0,"Ackerbau","Kupfer","2006-03-23T00:00:00","2006+01:00",5,22.5,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Kupfer","2006-09-14T00:00:00","2006+01:00",5,9.91,"mg/kg TS"
"63","1","Oensingen",236000.0,622000.0,238000.0,624000.0,450.0,"Ackerbau","Quecksilber","1998-01-06T00:00:00","1998+01:00",3,0.02,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Quecksilber","1998-01-07T00:00:00","1998+01:00",3,0.11,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Kupfer","1998-01-07T00:00:00","1998+01:00",3,8.06,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Quecksilber","1998-01-08T00:00:00","1998+01:00",3,0.09,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Kupfer","1998-01-08T00:00:00","1998+01:00",3,20.63,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Quecksilber","1998-02-25T00:00:00","1998+01:00",3,0.08,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Kupfer","1998-02-25T00:00:00","1998+01:00",3,20.45,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Quecksilber","1998-03-17T00:00:00","1998+01:00",3,0.14,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Kupfer","1998-03-17T00:00:00","1998+01:00",3,12.21,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Quecksilber","1998-03-17T00:00:00","1998+01:00",3,0.03,"mg/kg TS"
"94","1","S. Antonino",112000.0,716000.0,114000.0,718000.0,209.0,"Gemüsebau","Kupfer","1998-03-17T00:00:00","1998+01:00",3,32.84,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Quecksilber","1998-03-18T00:00:00","1998+01:00",3,0.1,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Kupfer","1998-03-18T00:00:00","1998+01:00",3,7.5,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Quecksilber","1998-03-31T00:00:00","1998+01:00",3,0.06,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Kupfer","1998-03-31T00:00:00","1998+01:00",3,20.02,"mg/kg TS"
"87","1","Klarsreuti",272000.0,732000.0,274000.0,734000.0,559.0,"Ackerbau","Quecksilber","1998-03-31T00:00:00","1998+01:00",3,0.06,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Quecksilber","1998-04-16T00:00:00","1998+01:00",3,0.06,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Quecksilber","1998-05-13T00:00:00","1998+01:00",3,0.06,"mg/kg TS"
"70","1","Disentis",172000.0,708000.0,174000.0,710000.0,1105.0,"Grasland, wenig intensiv","Kupfer","1998-05-13T00:00:00","1998+01:00",3,25.94,"mg/kg TS"
"89","1","St. Moritz",150000.0,784000.0,152000.0,786000.0,1825.0,"Schutzstandort","Kupfer","1998-07-16T00:00:00","1998+01:00",3,6.74,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Quecksilber","1998-07-16T00:00:00","1998+01:00",3,0.01,"mg/kg TS"
"72","1","Bivio",144000.0,770000.0,146000.0,772000.0,2118.0,"Grasland, extensiv","Kupfer","1998-07-16T00:00:00","1998+01:00",3,19.04,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Quecksilber","1998-08-28T00:00:00","1998+01:00",3,0.86,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Kupfer","1998-08-28T00:00:00","1998+01:00",3,7.68,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Quecksilber","1998-09-22T00:00:00","1998+01:00",3,0.09,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Kupfer","1998-09-22T00:00:00","1998+01:00",3,5.02,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Quecksilber","1998-10-20T00:00:00","1998+01:00",3,0.07,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Quecksilber","1998-10-21T00:00:00","1998+01:00",3,0.16,"mg/kg TS"
"66","1","St. Ursanne",242000.0,578000.0,244000.0,580000.0,540.0,"Laubwald","Kupfer","1998-10-21T00:00:00","1998+01:00",3,8.26,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Quecksilber","1998-10-21T00:00:00","1998+01:00",3,0.07,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Kupfer","1998-10-21T00:00:00","1998+01:00",3,15.72,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Quecksilber","1993-04-26T00:00:00","1993+01:00",2,0.13,"mg/kg TS"
"86","1","Lützelflüh",204000.0,618000.0,206000.0,620000.0,618.0,"Ackerbau","Kupfer","1993-04-26T00:00:00","1993+01:00",2,17.9,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Quecksilber","1993-04-28T00:00:00","1993+01:00",2,0.09,"mg/kg TS"
"53","1","Gempen",258000.0,616000.0,260000.0,618000.0,626.0,"Ackerbau","Kupfer","1993-04-28T00:00:00","1993+01:00",2,21.64,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Quecksilber","1993-06-08T00:00:00","1993+01:00",2,0.17,"mg/kg TS"
"60","1","Entlebuch",208000.0,650000.0,210000.0,652000.0,955.0,"Grasland, intensiv","Quecksilber","1993-06-08T00:00:00","1993+01:00",2,0.14,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Quecksilber","1993-06-30T00:00:00","1993+01:00",2,0.06,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Kupfer","1993-06-30T00:00:00","1993+01:00",2,10.73,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Quecksilber","1993-08-03T00:00:00","1993+01:00",2,0.14,"mg/kg TS"
"74","1","Mörschwil",258000.0,750000.0,260000.0,752000.0,526.0,"Grasland, intensiv","Kupfer","1993-08-03T00:00:00","1993+01:00",2,33.08,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Quecksilber","1993-08-31T00:00:00","1993+01:00",2,0.09,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Kupfer","1993-08-31T00:00:00","1993+01:00",2,20.27,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Quecksilber","1993-09-22T00:00:00","1993+01:00",2,0.09,"mg/kg TS"
"95","1","Coldrerio",78000.0,720000.0,80000.0,722000.0,336.0,"Ackerbau","Kupfer","1993-09-22T00:00:00","1993+01:00",2,40.64,"mg/kg TS"
"55","1","Nyon",138000.0,506000.0,140000.0,508000.0,440.0,"Rebbau","Quecksilber","1993-11-03T00:00:00","1993+01:00",2,0.11,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Quecksilber","1991-06-04T00:00:00","1991+01:00",2,0.07,"mg/kg TS"
"31","1","Coffrane",206000.0,556000.0,208000.0,558000.0,770.0,"Ackerbau","Kupfer","1991-06-04T00:00:00","1991+01:00",2,10.08,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Quecksilber","1991-08-06T00:00:00","1991+01:00",2,0.11,"mg/kg TS"
"26","1","Avully",112000.0,488000.0,114000.0,490000.0,428.0,"Ackerbau","Kupfer","1991-08-06T00:00:00","1991+01:00",2,11.88,"mg/kg TS"
"68","1","Etoy",148000.0,522000.0,150000.0,524000.0,435.0,"Ackerbau","Kupfer","2003-03-13T00:00:00","2003+01:00",4,26.98,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Quecksilber","2003-06-03T00:00:00","2003+01:00",4,0.07,"mg/kg TS"
"56","1","Trub",200000.0,634000.0,202000.0,636000.0,998.0,"Grasland, wenig intensiv","Kupfer","2003-06-03T00:00:00","2003+01:00",4,8.03,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Quecksilber","2003-06-16T00:00:00","2003+01:00",4,0.33,"mg/kg TS"
"84","1","Rifferswil",232000.0,680000.0,234000.0,682000.0,597.0,"Schutzstandort","Kupfer","2003-06-16T00:00:00","2003+01:00",4,6.07,"mg/kg TS"
"59","2","Dällikon",254000.0,674000.0,256000.0,676000.0,425.0,"Gemüsebau","Quecksilber","2003-06-24T00:00:00","2003+01:00",4,0.04,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Quecksilber","2003-07-08T00:00:00","2003+01:00",4,0.08,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Kupfer","2003-07-08T00:00:00","2003+01:00",4,20.38,"mg/kg TS"
"88","1","L`Abbaye",162000.0,512000.0,164000.0,514000.0,1358.0,"Nadelwald","Quecksilber","2003-08-05T00:00:00","2003+01:00",4,0.27,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Quecksilber","2003-09-11T00:00:00","2003+01:00",4,0.07,"mg/kg TS"
"81","1","Gsteig",134000.0,584000.0,136000.0,586000.0,1355.0,"Nadelwald","Kupfer","2003-09-11T00:00:00","2003+01:00",4,4.92,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Quecksilber","2003-09-17T00:00:00","2003+01:00",4,0.18,"mg/kg TS"
"90","1","Sta. Maria i.C.",124000.0,730000.0,126000.0,732000.0,1245.0,"Nadelwald","Kupfer","2003-09-17T00:00:00","2003+01:00",4,11.23,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Quecksilber","2003-09-24T00:00:00","2003+01:00",4,0.05,"mg/kg TS"
"76","1","Sent",190000.0,822000.0,192000.0,824000.0,1690.0,"Nadelwald","Kupfer","2003-09-24T00:00:00","2003+01:00",4,10.5,"mg/kg TS"
"80","1","Chevenez",250000.0,566000.0,252000.0,568000.0,538.0,"Ackerbau","Kupfer","2003-10-30T00:00:00","2003+01:00",4,15.1,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Quecksilber","1999-01-06T00:00:00","1999+01:00",3,0.07,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Kupfer","1999-01-06T00:00:00","1999+01:00",3,19.8,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Quecksilber","1999-03-24T00:00:00","1999+01:00",3,0.38,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Kupfer","1999-03-24T00:00:00","1999+01:00",3,53.94,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Quecksilber","1999-03-31T00:00:00","1999+01:00",3,0.1,"mg/kg TS"
"40","1","St. Cierges",170000.0,546000.0,172000.0,548000.0,851.0,"Mischwald","Kupfer","1999-03-31T00:00:00","1999+01:00",3,4.46,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Blei","1999-04-26T00:00:00","1999+01:00",3,19.58,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Quecksilber","1999-04-26T00:00:00","1999+01:00",3,0.08,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Kupfer","1999-04-26T00:00:00","1999+01:00",3,16.06,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Quecksilber","1999-06-01T00:00:00","1999+01:00",3,0.06,"mg/kg TS"
"27","1","Jussy",120000.0,510000.0,122000.0,512000.0,505.0,"Laubwald","Quecksilber","1999-06-09T00:00:00","1999+01:00",3,0.06,"mg/kg TS"
"27","1","Jussy",120000.0,510000.0,122000.0,512000.0,505.0,"Laubwald","Kupfer","1999-06-09T00:00:00","1999+01:00",3,11.4,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Blei","1999-07-07T00:00:00","1999+01:00",3,18.49,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Quecksilber","1999-07-07T00:00:00","1999+01:00",3,0.06,"mg/kg TS"
"16","1","Mühlebach",140000.0,654000.0,142000.0,656000.0,1220.0,"Grasland, wenig intensiv","Kupfer","1999-07-07T00:00:00","1999+01:00",3,16.16,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Quecksilber","1994-03-09T00:00:00","1994+01:00",2,0.13,"mg/kg TS"
"22","1","Staffelbach",234000.0,644000.0,236000.0,646000.0,675.0,"Mischwald","Kupfer","1994-03-09T00:00:00","1994+01:00",2,6.29,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Quecksilber","1994-03-22T00:00:00","1994+01:00",2,0.1,"mg/kg TS"
"12","1","Aristau",238000.0,670000.0,240000.0,672000.0,380.0,"Schutzstandort","Kupfer","1994-03-22T00:00:00","1994+01:00",2,19.98,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Quecksilber","1994-06-01T00:00:00","1994+01:00",2,0.06,"mg/kg TS"
"6","1","Grindelwald",162000.0,638000.0,164000.0,640000.0,1915.0,"Grasland, extensiv","Kupfer","1994-06-01T00:00:00","1994+01:00",2,3.69,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Quecksilber","1994-07-20T00:00:00","1994+01:00",2,0.08,"mg/kg TS"
"98","1","Erstfeld",188000.0,690000.0,190000.0,692000.0,455.0,"Grasland, wenig intensiv","Kupfer","1994-07-20T00:00:00","1994+01:00",2,23.11,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Quecksilber","1994-08-31T00:00:00","1994+01:00",2,0.14,"mg/kg TS"
"10","1","Gais",248000.0,750000.0,250000.0,752000.0,935.0,"Grasland, wenig intensiv","Kupfer","1994-08-31T00:00:00","1994+01:00",2,12.44,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Quecksilber","1994-09-27T00:00:00","1994+01:00",2,0.1,"mg/kg TS"
"37","1","Ependes",178000.0,576000.0,180000.0,578000.0,735.0,"Grasland, wenig intensiv","Kupfer","1994-09-27T00:00:00","1994+01:00",2,15.72,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Quecksilber","1994-09-27T00:00:00","1994+01:00",2,0.08,"mg/kg TS"
"43","1","Orbe",176000.0,526000.0,178000.0,528000.0,622.0,"Laubwald","Kupfer","1994-09-27T00:00:00","1994+01:00",2,3.58,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Quecksilber","1994-09-28T00:00:00","1994+01:00",2,0.18,"mg/kg TS"
"8","1","Rothenfluh",258000.0,636000.0,260000.0,638000.0,695.0,"Laubwald","Kupfer","1994-09-28T00:00:00","1994+01:00",2,11.27,"mg/kg TS"
"100","1","St. Martin",110000.0,602000.0,112000.0,604000.0,2340.0,"Grasland, extensiv","Quecksilber","1994-10-18T00:00:00","1994+01:00",2,0.04,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Quecksilber","1994-11-09T00:00:00","1994+01:00",2,0.2,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Kupfer","1994-11-09T00:00:00","1994+01:00",2,10.57,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Quecksilber","1994-11-22T00:00:00","1994+01:00",2,0.38,"mg/kg TS"
"97","1","Lugano",94000.0,716000.0,96000.0,718000.0,273.0,"Stadtpark","Kupfer","1994-11-22T00:00:00","1994+01:00",2,50.35,"mg/kg TS"
"65","1","Cornol",252000.0,578000.0,254000.0,580000.0,482.0,"Ackerbau","Kupfer","2008-02-27T00:00:00","2008+01:00",5,13.54,"mg/kg TS"
"79","1","Pailly",172000.0,540000.0,174000.0,542000.0,684.0,"Ackerbau","Kupfer","2008-03-13T00:00:00","2008+01:00",5,17.6,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Quecksilber","2008-04-10T00:00:00","2008+01:00",5,0.03,"mg/kg TS"
"85","1","Frauenfeld",270000.0,708000.0,272000.0,710000.0,383.0,"Laubwald","Kupfer","2008-04-10T00:00:00","2008+01:00",5,20.07,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Quecksilber","2008-04-30T00:00:00","2008+01:00",5,0.06,"mg/kg TS"
"58","1","Mels",210000.0,748000.0,212000.0,750000.0,910.0,"Mischwald","Kupfer","2008-04-30T00:00:00","2008+01:00",5,10.89,"mg/kg TS"
"91","1","Campo",126000.0,680000.0,128000.0,682000.0,1517.0,"Nadelwald","Kupfer","2008-05-14T00:00:00","2008+01:00",5,21.55,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Quecksilber","2008-05-15T00:00:00","2008+01:00",5,0.17,"mg/kg TS"
"92","1","Novaggio",98000.0,708000.0,100000.0,710000.0,1080.0,"Laubwald","Kupfer","2008-05-15T00:00:00","2008+01:00",5,11.64,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Quecksilber","2008-05-28T00:00:00","2008+01:00",5,0.16,"mg/kg TS"
"83","1","Wald",238000.0,708000.0,240000.0,710000.0,1040.0,"Nadelwald","Kupfer","2008-05-28T00:00:00","2008+01:00",5,12.5,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Quecksilber","2008-06-03T00:00:00","2008+01:00",5,0.05,"mg/kg TS"
"71","1","Lohn",168000.0,750000.0,170000.0,752000.0,1818.0,"Grasland, extensiv","Kupfer","2008-06-03T00:00:00","2008+01:00",5,16.42,"mg/kg TS"
"62","1","Bettlach",230000.0,598000.0,232000.0,600000.0,1065.0,"Laubwald","Quecksilber","2008-06-18T00:00:00","2008+01:00",5,0.07,"mg/kg TS"
"62","1","Bettlach",230000.0,598000.0,232000.0,600000.0,1065.0,"Laubwald","Kupfer","2008-06-18T00:00:00","2008+01:00",5,3.89,"mg/kg TS"
"82","1","Kappelen",214000.0,588000.0,216000.0,590000.0,441.0,"Laubwald","Kupfer","2008-06-19T00:00:00","2008+01:00",5,20.59,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Quecksilber","2008-08-06T00:00:00","2008+01:00",5,0.04,"mg/kg TS"
"57","1","St. Stephan",150000.0,596000.0,152000.0,598000.0,1030.0,"Grasland, extensiv","Kupfer","2008-08-06T00:00:00","2008+01:00",5,25.09,"mg/kg TS"
"75","1","Zernez",168000.0,812000.0,170000.0,814000.0,2400.0,"Schutzstandort","Kupfer","2008-08-22T00:00:00","2008+01:00",5,7.83,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Quecksilber","1989-03-29T00:00:00","1989+01:00",1,0.14,"mg/kg TS"
"18","1","Langenthal",228000.0,628000.0,230000.0,630000.0,525.0,"Mischwald","Kupfer","1989-03-29T00:00:00","1989+01:00",1,8.65,"mg/kg TS"
"30","1","Ebikon",214000.0,668000.0,216000.0,670000.0,635.0,"Grasland, intensiv","Quecksilber","1989-03-29T00:00:00","1989+01:00",1,0.09,"mg/kg TS"
"30","1","Ebikon",214000.0,668000.0,216000.0,670000.0,635.0,"Grasland, intensiv","Kupfer","1989-03-29T00:00:00","1989+01:00",1,21.78,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Quecksilber","1989-04-11T00:00:00","1989+01:00",1,0.14,"mg/kg TS"
"35","1","Le Cerneux-Pequignot",206000.0,540000.0,208000.0,542000.0,1093.0,"Grasland, wenig intensiv","Kupfer","1989-04-11T00:00:00","1989+01:00",1,9.81,"mg/kg TS"
"24","1","Niederlenz",250000.0,654000.0,252000.0,656000.0,387.0,"Laubwald","Quecksilber","1989-04-26T00:00:00","1989+01:00",1,0.14,"mg/kg TS"
